dw_true,dw_pred,dw_pred_round,hit,conf,a_dist,b_dist
1.0,53.0,53.0,False,3.7396259009838104,36.54883862749425,22.709857527883514
1.0,0.0,0.0,False,2.4927969574928284,29.39335240835931,33.0454780589978
1.0,-22.0,-22.0,False,2.149437725543976,14.812908440604316,35.165772364907724
1.0,-19.0,-19.0,False,1.4771925806999207,31.580237814821373,16.29558027762352
1.0,-14.0,-14.0,False,3.4167032837867737,12.135236528666816,35.16980039425485
1.0,3.0,3.0,False,0.5817304030060768,26.19546307600997,34.26128457720357
1.0,13.0,13.0,False,1.8196210861206055,19.18281075400767,11.405957194711362
1.0,-14.0,-14.0,False,2.7522983103990555,11.429177847168493,23.64526692746963
1.0,41.0,41.0,False,2.623429536819458,21.173642198069864,35.55189750318062
1.0,21.0,21.0,False,1.8226872682571411,24.526909511007148,23.318494174426103
1.0,25.0,25.0,False,2.415898859500885,34.55536317175504,34.556566498235505
1.0,1.0,1.0,True,3.4167032837867737,12.15804232448886,35.16980039425485
1.0,24.0,24.0,False,3.205954074859619,12.316378529593369,23.64526692746963
1.0,31.0,31.0,False,5.575974225997925,36.03010451389287,21.474927077430486
1.0,-5.0,-5.0,False,2.6108570396900177,15.293317589611762,29.332039118161315
1.0,-4.0,-4.0,False,4.438660979270935,28.759272945827746,16.628624198372904
1.0,37.0,37.0,False,2.827241003513336,36.03010451389287,34.28624739686573
1.0,-6.0,-6.0,False,2.990741938352585,28.436787422390914,21.404151802535562
1.0,-19.0,-19.0,False,2.6088640689849854,22.373497598171607,9.319085372119496
1.0,41.0,41.0,False,3.571506291627884,36.03010451389287,30.486289272690502
1.0,18.0,18.0,False,1.7918872237205505,11.340228624478085,25.110228869976233
1.0,-57.0,-57.0,False,4.344176352024078,32.86703992429209,30.479435538624625
1.0,20.0,20.0,False,1.5454643964767456,29.307705306098992,29.97094400308464
1.0,16.0,16.0,False,1.4771925806999207,22.622106293308587,16.29558027762352
1.0,40.0,40.0,False,2.827241003513336,12.15804232448886,34.28624739686573
1.0,-22.0,-22.0,False,1.8196210861206055,21.97527050420336,11.405957194711362
1.0,33.0,33.0,False,2.1189152598381042,12.40666232636991,23.318494174426103
1.0,27.0,27.0,False,3.1564407348632812,33.18302724982251,9.492393259086786
1.0,16.0,16.0,False,3.101964056491852,34.49868932252244,32.06095576146131
1.0,12.0,12.0,False,3.4302435517311096,37.221840935900396,10.730128396395694
1.0,12.0,12.0,False,3.333182454109192,13.525976126767516,10.031491285613026
1.0,18.0,18.0,False,1.9029890298843384,14.812908440604316,25.779079646453884
1.0,0.0,0.0,False,2.5020418763160706,21.97527050420336,29.987204620445805
1.0,-2.0,-2.0,False,1.2168758511543274,14.714737460626209,8.682359231015857
1.0,41.0,41.0,False,4.118208885192871,15.920123032904378,23.64526692746963
1.0,29.0,29.0,False,2.1182114481925964,30.798240859711377,34.26128457720357
1.0,-14.0,-14.0,False,2.5372931361198425,25.73242233826494,5.346697791778709
1.0,-19.0,-19.0,False,2.415898859500885,27.54619948521214,34.556566498235505
1.0,9.0,9.0,False,3.2197654247283936,21.729756548132638,7.17204626872025
1.0,-1.0,-1.0,False,4.73418915271759,31.633113739998713,36.163770363386504
1.0,6.0,6.0,False,4.508267045021057,7.388071147185773,36.42891815832629
1.0,-8.0,-8.0,False,3.833266019821167,25.73242233826494,31.049782496380065
1.0,0.0,0.0,False,2.415898859500885,34.49868932252244,34.556566498235505
1.0,-2.0,-2.0,False,1.6014197170734406,13.051883453438009,7.830101327155228
1.0,32.0,32.0,False,2.4856077432632446,13.051883453438009,13.54448294282497
1.0,16.0,16.0,False,3.1916115283966064,21.729756548132638,32.06095576146131
1.0,45.0,45.0,False,3.333182454109192,13.525976126767516,33.40389238393791
1.0,-33.0,-33.0,False,3.333182454109192,13.525976126767516,33.0454780589978
1.0,1.0,1.0,True,2.5372931361198425,28.241703536871686,5.346697791778709
1.0,-19.0,-19.0,False,4.825845181941986,24.659907583417766,8.118020214144925
1.0,-30.0,-30.0,False,3.363467216491699,36.24784692092191,4.855912228967844
1.0,17.0,17.0,False,5.38951188325882,31.633113739998713,10.730128396395694
1.0,-6.0,-6.0,False,3.1564407348632812,29.61497991249167,9.492393259086786
1.0,15.0,15.0,False,3.101964056491852,34.49868932252244,9.492393259086786
1.0,55.0,55.0,False,2.4345803260803223,29.244988232181587,15.259049779022657
1.0,-18.0,-18.0,False,1.6362577676773071,0.49670564656405236,28.94104067931571
1.0,18.0,18.0,False,3.1916115283966064,34.24588349935816,32.06095576146131
1.0,-7.0,-7.0,False,3.61654531955719,14.233193642662608,12.123482835372446
1.0,40.0,40.0,False,1.9078120589256287,12.15804232448886,23.952204637457257
1.0,4.0,4.0,False,2.903534412384033,22.622106293308587,31.57989724993524
1.0,-8.0,-8.0,False,2.377973973751068,21.729756548132638,36.32615507301751
1.0,-44.0,-44.0,False,2.149437725543976,27.54619948521214,35.165772364907724
1.0,-12.0,-12.0,False,3.4167032837867737,14.233193642662608,35.16980039425485
1.0,-16.0,-16.0,False,1.7537974417209625,19.44587090603528,15.117258786371004
1.0,19.0,19.0,False,2.415898859500885,16.758373046605374,34.556566498235505
